20992.0, 3.012096e6, 1.6431300764452317e-13
349184.0, 7.37869763029606e19, 5.503730804434781e-11
2.221568e6, 3.3204139201100146e20, 3.3965799062229962e-9
1.046784e7, 8.854437817429645e20, 8.972436216225788e-8
3.9463936e7, 1.8446726974084148e21, 1.4261120897529622e-6
1.29148416e8, 3.320450195282314e21, 2.0476673030955794e-5
3.88123136e8, 5.422366528916045e21, 0.00039792957757978087
1.072547328e9, 8.289399860984229e21, 0.007772029099445632
3.065575424e9, 1.1607472501770085e22, 0.0841836320674414
7.143113638035824e9, 1.7212892853671066e22, 0.6519586830380406
7.143113638035824e9, 1.7212892853671066e22, 1.1109180272716561
3.357756113171857e10, 2.8568401004080516e22, 1.665281290598479
3.357756113171857e10, 2.8568401004080516e22, 2.045820276678428
1.0612064533081976e11, 4.934647147685479e22, 2.5188358711909045
1.0612064533081976e11, 4.934647147685479e22, 2.7128805312847097
3.315103475981763e11, 8.484694713574187e22, 2.9060018735375106
3.315103475981763e11, 8.484694713574187e22, 2.825483521349608
9.539424609817828e12, 1.318194782057474e23, 2.454021446312976
9.539424609817828e12, 1.318194782057474e23, 2.004329444309949
1.114453504512e13, 1.591108408283123e23, 0.8469102151947894
