1, 0.0, 1.0, 1
2, 5.661048867003676e-16, 19.28147006790397, 2
3, 8.022593772267726e-15, 524.0567775860644, 3
4, 4.137409622430382e-14, 15513.73873892924, 4
5, 1.6828426299227195e-12, 476607.25024259434, 5
6, 2.618913302311624e-10, 1.4951058642254665e7, 6
7, 1.2606867224171548e-8, 4.75367356583129e8, 7
8, 6.124089555723088e-8, 1.5257575538060041e10, 8
9, 3.8751634185032475e-6, 4.931537564468762e11, 9
10, 8.67039023709691e-5, 1.6024416992541715e13, 10
11, 0.00015827808158590435, 5.222677939280335e14, 10
12, 0.13396208372085344, 1.7514731907091464e16, 11
13, 0.11039701117868264, 3.344143497338461e18, 11
14, 1.4554087127659643, 6.200786263161444e17, 11
15, 4.696668350857427, 3.674392953467974e17, 12
16, 54.15518954564602, 7.865467778431645e17, 12
17, 13.707236683836307, 1.263684342666052e18, 12
18, 9.134134521198485, 2.2446309929189128e18, 12
19, 9.720589712655698, 6.471953976541591e18, 13
20, 7.549915039472976, 1.3553657908688225e18, 13
