5, 1.7901808365247238e-16, 1.0000000000000009, 5
5, 1.4043333874306804e-16, 9.999999999999998, 5
5, 1.3136335981433191e-16, 1000.0000000000316, 5
5, 3.635564360697878e-10, 1.0000000004173718e7, 5
5, 9.930136612989092e-17, 9.99966763751934e11, 5
5, 0.22407027119013165, 1.1171692878820258e16, 4
10, 3.1985215122904827e-16, 1.000000000000001, 10
10, 4.749367485114549e-16, 10.000000000000007, 10
10, 3.1044345184083204e-14, 1000.0000000000381, 10
10, 7.312885725957515e-11, 9.99999999487321e6, 10
10, 3.5736334640683613e-6, 9.999705522584362e11, 10
10, 0.007886044944081804, 2.852771852948684e16, 9
20, 5.093734210850115e-16, 1.0000000000000013, 20
20, 7.199349044417091e-16, 9.999999999999991, 20
20, 1.9013586298626663e-14, 999.9999999999523, 20
20, 8.344401704472224e-11, 1.0000000003527017e7, 20
20, 4.029043035753852e-5, 1.0000489898080726e12, 20
20, 0.12546327027700901, 6.405885370975909e15, 19
